Year,FIPS,Name,Percentage of family or people whose have income in the last 12 months below poverty level,Median family income (dollars)
2018,13247,"Rockdale County, Georgia",46885.0,1577
2018,13059,"Clarke County, Georgia",36342.0,1694
2018,13127,"Glynn County, Georgia",39382.0,2708
2018,13157,"Jackson County, Georgia",37326.0,929
2018,13215,"Muscogee County, Georgia",32858.0,1763
2018,13045,"Carroll County, Georgia",35062.0,1543
2018,13067,"Cobb County, Georgia",51789.0,29617
2018,13217,"Newton County, Georgia",39909.0,805
2018,13063,"Clayton County, Georgia",34600.0,868
2018,13139,"Hall County, Georgia",33691.0,4305
2018,15009,"Maui County, Hawaii",42366.0,4722
2018,16005,"Bannock County, Idaho",33250.0,668
2018,16019,"Bonneville County, Idaho",35761.0,2057
2018,16027,"Canyon County, Idaho",31680.0,1017
2018,13255,"Spalding County, Georgia",31125.0,472
2018,13153,"Houston County, Georgia",41806.0,4136
2018,39029,"Columbiana County, Ohio",34029.0,438
2018,39099,"Mahoning County, Ohio",40004.0,2177
2018,39145,"Scioto County, Ohio",36474.0,619
2018,39003,"Allen County, Ohio",36496.0,759
2018,39023,"Clark County, Ohio",35835.0,732
2018,39093,"Lorain County, Ohio",40491.0,5772
2018,39113,"Montgomery County, Ohio",39401.0,7188
2018,39165,"Warren County, Ohio",50792.0,9559
2018,39007,"Ashtabula County, Ohio",34959.0,349
2018,40017,"Canadian County, Oklahoma",37746.0,1567
2018,40031,"Comanche County, Oklahoma",32398.0,865
2018,40145,"Wagoner County, Oklahoma",40472.0,1095
2018,40101,"Muskogee County, Oklahoma",36618.0,392
2018,41029,"Jackson County, Oregon",35988.0,3271
2018,41005,"Clackamas County, Oregon",50672.0,17717
2018,41033,"Josephine County, Oregon",34135.0,651
2018,41059,"Umatilla County, Oregon",39954.0,578
2018,41039,"Lane County, Oregon",37971.0,5580
2018,41067,"Washington County, Oregon",50504.0,19178
2018,48329,"Midland County, Texas",41309.0,5539
2018,48041,"Brazos County, Texas",40983.0,4015
2018,48029,"Bexar County, Texas",37626.0,26657
2018,48121,"Denton County, Texas",50745.0,35802
2018,48167,"Galveston County, Texas",50219.0,9851
2018,48037,"Bowie County, Texas",36619.0,1043
2018,47093,"Knox County, Tennessee",38949.0,9549
2018,47001,"Anderson County, Tennessee",35085.0,882
2018,47149,"Rutherford County, Tennessee",38470.0,2834
2018,47189,"Wilson County, Tennessee",44490.0,3278
2018,35005,"Chaves County, New Mexico",29983.0,531
2018,35025,"Lea County, New Mexico",28205.0,330
2018,35049,"Santa Fe County, New Mexico",42242.0,3683
2018,35013,"Doña Ana County, New Mexico",30219.0,1816
2018,35061,"Valencia County, New Mexico",41347.0,257
2018,35001,"Bernalillo County, New Mexico",38080.0,11459
2018,35035,"Otero County, New Mexico",35136.0,323
2018,36005,"Bronx County, New York",40260.0,12183
2018,36067,"Onondaga County, New York",47263.0,9104
2018,36019,"Clinton County, New York",42613.0,1019
2018,36079,"Putnam County, New York",61669.0,5143
2018,36069,"Ontario County, New York",45673.0,2719
2018,36101,"Steuben County, New York",41386.0,1081
2018,36013,"Chautauqua County, New York",34981.0,935
2018,36047,"Kings County, New York",51725.0,67086
2018,36091,"Saratoga County, New York",52066.0,7701
2018,72013,"Arecibo Municipio, Puerto Rico",21732.0,0
2018,72061,"Guaynabo Municipio, Puerto Rico",27294.0,1339
2018,72021,"Bayamón Municipio, Puerto Rico",23788.0,223
2018,72097,"Mayagüez Municipio, Puerto Rico",19876.0,145
2018,17167,"Sangamon County, Illinois",43835.0,4266
2018,17113,"McLean County, Illinois",47740.0,3565
2018,17161,"Rock Island County, Illinois",38938.0,1315
2018,17143,"Peoria County, Illinois",38472.0,3276
2018,17097,"Lake County, Illinois",51113.0,37798
2018,36085,"Richmond County, New York",52591.0,16112
2018,36119,"Westchester County, New York",63347.0,68459
2018,36089,"St. Lawrence County, New York",41749.0,987
2018,36109,"Tompkins County, New York",51730.0,2363
2018,36113,"Warren County, New York",42445.0,1412
2018,36027,"Dutchess County, New York",52405.0,11030
2018,36055,"Monroe County, New York",47002.0,13970
2018,36065,"Oneida County, New York",40703.0,2978
2018,36111,"Ulster County, New York",46106.0,3895
2018,36015,"Chemung County, New York",36089.0,846
2018,36051,"Livingston County, New York",44482.0,474
2018,36001,"Albany County, New York",50807.0,7440
2018,36009,"Cattaraugus County, New York",36119.0,627
2018,36053,"Madison County, New York",42168.0,953
2018,36093,"Schenectady County, New York",46794.0,2822
2018,54003,"Berkeley County, West Virginia",38499.0,1412
2018,55109,"St. Croix County, Wisconsin",43355.0,1714
2018,55079,"Milwaukee County, Wisconsin",41150.0,11393
2018,55101,"Racine County, Wisconsin",37836.0,2456
2018,55139,"Winnebago County, Wisconsin",37387.0,2211
2018,55087,"Outagamie County, Wisconsin",41631.0,3330
2018,55009,"Brown County, Wisconsin",39674.0,4515
2018,55035,"Eau Claire County, Wisconsin",37434.0,1061
2018,72113,"Ponce Municipio, Puerto Rico",22775.0,176
2018,72137,"Toa Baja Municipio, Puerto Rico",23159.0,250
2018,13223,"Paulding County, Georgia",44295.0,1966
2018,18003,"Allen County, Indiana",36101.0,4769
2018,18035,"Delaware County, Indiana",34989.0,1082
2018,18043,"Floyd County, Indiana",41790.0,1538
2018,18081,"Johnson County, Indiana",43607.0,2664
2018,18109,"Morgan County, Indiana",38240.0,852
2018,18141,"St. Joseph County, Indiana",37710.0,3181
2018,18085,"Kosciusko County, Indiana",31855.0,816
2018,18163,"Vanderburgh County, Indiana",36232.0,1986
2018,18105,"Monroe County, Indiana",40017.0,1439
2018,18039,"Elkhart County, Indiana",36175.0,2402
2018,18097,"Marion County, Indiana",40062.0,10118
2018,18177,"Wayne County, Indiana",32393.0,481
2018,19103,"Johnson County, Iowa",46919.0,4815
2018,22033,"East Baton Rouge Parish, Louisiana",36371.0,9813
2018,22051,"Jefferson Parish, Louisiana",40015.0,6283
2018,22015,"Bossier Parish, Louisiana",40422.0,1733
2018,22073,"Ouachita Parish, Louisiana",32267.0,2219
2018,22097,"St. Landry Parish, Louisiana",27727.0,745
2018,22103,"St. Tammany Parish, Louisiana",41064.0,7287
2018,22017,"Caddo Parish, Louisiana",31638.0,2577
2018,22005,"Ascension Parish, Louisiana",45684.0,4386
2018,22055,"Lafayette Parish, Louisiana",37391.0,4210
2018,22045,"Iberia Parish, Louisiana",31632.0,387
2018,22063,"Livingston Parish, Louisiana",44871.0,2480
2018,22071,"Orleans Parish, Louisiana",40389.0,6405
2018,22109,"Terrebonne Parish, Louisiana",32452.0,1146
2018,22019,"Calcasieu Parish, Louisiana",31110.0,2881
2018,22057,"Lafourche Parish, Louisiana",36681.0,1164
2018,23003,"Aroostook County, Maine",31373.0,369
2018,23011,"Kennebec County, Maine",36977.0,1103
2018,24510,"Baltimore city, Maryland",43472.0,10608
2018,55133,"Waukesha County, Wisconsin",51529.0,17858
2018,55127,"Walworth County, Wisconsin",40430.0,1733
2018,55131,"Washington County, Wisconsin",48510.0,2843
2018,55025,"Dane County, Wisconsin",48759.0,15974
2018,55089,"Ozaukee County, Wisconsin",55548.0,4234
2018,55097,"Portage County, Wisconsin",35542.0,853
2018,55105,"Rock County, Wisconsin",37372.0,1204
2018,55141,"Wood County, Wisconsin",37368.0,1103
2018,55055,"Jefferson County, Wisconsin",41308.0,1263
2018,56025,"Natrona County, Wyoming",41374.0,1737
2018,47179,"Washington County, Tennessee",34206.0,2365
2018,47119,"Maury County, Tennessee",35255.0,1114
2018,48451,"Tom Green County, Texas",35498.0,1165
2018,48469,"Victoria County, Texas",32438.0,1162
2018,48485,"Wichita County, Texas",34201.0,814
2018,01101,"Montgomery County, Alabama",36900.0,3405
2018,01095,"Marshall County, Alabama",31252.0,882
2018,01089,"Madison County, Alabama",45385.0,9988
2018,02090,"Fairbanks North Star Borough, Alaska",46301.0,2547
2018,02170,"Matanuska-Susitna Borough, Alaska",51423.0,1865
2018,02020,"Anchorage Municipality, Alaska",50549.0,10062
2018,13245,"Richmond County, Georgia",31575.0,1273
2018,13295,"Walker County, Georgia",36350.0,710
2018,13135,"Gwinnett County, Georgia",40919.0,17666
2018,13013,"Barrow County, Georgia",36847.0,671
2018,13015,"Bartow County, Georgia",36865.0,691
2018,13097,"Douglas County, Georgia",36863.0,1588
2018,13313,"Whitfield County, Georgia",29985.0,992
2018,13285,"Troup County, Georgia",33881.0,806
2018,13051,"Chatham County, Georgia",39006.0,6069
2018,13031,"Bulloch County, Georgia",33850.0,651
2018,13089,"DeKalb County, Georgia",46141.0,21398
2018,47165,"Sumner County, Tennessee",40675.0,3913
2018,19155,"Pottawattamie County, Iowa",36285.0,1052
2018,51179,"Stafford County, Virginia",54053.0,6826
2018,72031,"Carolina Municipio, Puerto Rico",24390.0,975
2018,72139,"Trujillo Alto Municipio, Puerto Rico",25574.0,171
2018,72135,"Toa Alta Municipio, Puerto Rico",21382.0,114
2018,04019,"Pima County, Arizona",36816.0,15237
2018,04003,"Cochise County, Arizona",33011.0,1008
2018,04001,"Apache County, Arizona",36142.0,86
2018,04027,"Yuma County, Arizona",33004.0,1131
2018,04017,"Navajo County, Arizona",32139.0,289
2018,05045,"Faulkner County, Arkansas",40050.0,1375
2018,05007,"Benton County, Arkansas",40745.0,7494
2018,24025,"Harford County, Maryland",50589.0,8731
2018,24001,"Allegany County, Maryland",33070.0,407
2018,42055,"Franklin County, Pennsylvania",38424.0,1701
2018,42089,"Monroe County, Pennsylvania",38151.0,2337
2018,42125,"Washington County, Pennsylvania",41015.0,4536
2018,42101,"Philadelphia County, Pennsylvania",42879.0,21277
2018,42133,"York County, Pennsylvania",42613.0,6916
2018,42063,"Indiana County, Pennsylvania",35176.0,541
2018,42041,"Cumberland County, Pennsylvania",49217.0,6758
2018,42003,"Allegheny County, Pennsylvania",46409.0,33360
2018,42129,"Westmoreland County, Pennsylvania",42079.0,5741
2018,42013,"Blair County, Pennsylvania",38133.0,1495
2018,42073,"Lawrence County, Pennsylvania",33933.0,589
2018,42021,"Cambria County, Pennsylvania",36813.0,672
2018,42029,"Chester County, Pennsylvania",57810.0,31012
2018,42011,"Berks County, Pennsylvania",41397.0,5704
2018,48181,"Grayson County, Texas",36365.0,1355
2018,48183,"Gregg County, Texas",36077.0,1658
2018,48303,"Lubbock County, Texas",36789.0,3509
2018,48257,"Kaufman County, Texas",37764.0,1319
2018,48027,"Bell County, Texas",36985.0,2237
2018,48061,"Cameron County, Texas",26404.0,2450
2018,48141,"El Paso County, Texas",31630.0,5711
2018,48215,"Hidalgo County, Texas",30147.0,5147
2018,48423,"Smith County, Texas",34839.0,4086
2018,48231,"Hunt County, Texas",35627.0,1188
2018,48187,"Guadalupe County, Texas",45043.0,4518
2018,48347,"Nacogdoches County, Texas",36227.0,961
2018,48367,"Parker County, Texas",37873.0,4142
2018,48135,"Ector County, Texas",36031.0,3320
2018,48085,"Collin County, Texas",52271.0,50394
2018,48005,"Angelina County, Texas",31569.0,320
2018,48209,"Hays County, Texas",35761.0,5992
2018,48039,"Brazoria County, Texas",47964.0,8127
2019,21111,"Jefferson County, Kentucky",41034.0,15855
2019,27053,"Hennepin County, Minnesota",56073.0,58272
2019,27109,"Olmsted County, Minnesota",53744.0,6337
2019,27139,"Scott County, Minnesota",56547.0,7718
2019,05045,"Faulkner County, Arkansas",36815.0,1852
2019,05007,"Benton County, Arkansas",37495.0,9010
2019,20173,"Sedgwick County, Kansas",39203.0,8920
2019,20045,"Douglas County, Kansas",39399.0,3078
2019,42041,"Cumberland County, Pennsylvania",50049.0,7620
2019,42003,"Allegheny County, Pennsylvania",48920.0,37215
2019,42129,"Westmoreland County, Pennsylvania",42319.0,6967
2019,42013,"Blair County, Pennsylvania",39843.0,1255
2019,42073,"Lawrence County, Pennsylvania",40025.0,1200
2019,42021,"Cambria County, Pennsylvania",39037.0,1157
2019,42029,"Chester County, Pennsylvania",59598.0,37196
2019,42011,"Berks County, Pennsylvania",40907.0,7020
2019,29047,"Clay County, Missouri",45305.0,3741
2019,29189,"St. Louis County, Missouri",50255.0,38949
2019,29019,"Boone County, Missouri",42501.0,4139
2019,29051,"Cole County, Missouri",39666.0,1147
2019,29071,"Franklin County, Missouri",39215.0,1026
2019,29095,"Jackson County, Missouri",41414.0,10292
2019,29021,"Buchanan County, Missouri",39924.0,689
2019,29037,"Cass County, Missouri",41498.0,2247
2019,48367,"Parker County, Texas",41777.0,3333
2019,48135,"Ector County, Texas",35781.0,2881
2019,48085,"Collin County, Texas",53571.0,50037
2019,48005,"Angelina County, Texas",27470.0,817
2019,48209,"Hays County, Texas",42396.0,6435
2019,48039,"Brazoria County, Texas",51709.0,10926
2019,48203,"Harrison County, Texas",35938.0,1122
2019,48491,"Williamson County, Texas",46388.0,18876
2019,48361,"Orange County, Texas",40458.0,1796
2019,48201,"Harris County, Texas",40771.0,122711
2019,48113,"Dallas County, Texas",40751.0,61883
2019,48251,"Johnson County, Texas",36342.0,2341
2019,48309,"McLennan County, Texas",38736.0,4265
2019,48339,"Montgomery County, Texas",47615.0,29610
2019,48479,"Webb County, Texas",28410.0,3508
2019,48245,"Jefferson County, Texas",35940.0,4421
2019,17001,"Adams County, Illinois",35859.0,544
2019,17037,"DeKalb County, Illinois",37233.0,1941
2019,17183,"Vermilion County, Illinois",32148.0,554
2019,17197,"Will County, Illinois",49062.0,23521
2019,17199,"Williamson County, Illinois",40111.0,1341
2019,29031,"Cape Girardeau County, Missouri",38262.0,1165
2019,40119,"Payne County, Oklahoma",31547.0,939
2019,40125,"Pottawatomie County, Oklahoma",37444.0,561
2019,40037,"Creek County, Oklahoma",35996.0,946
2019,40109,"Oklahoma County, Oklahoma",40083.0,16233
2019,40131,"Rogers County, Oklahoma",37180.0,1614
2019,40027,"Cleveland County, Oklahoma",40502.0,4529
2019,29183,"St. Charles County, Missouri",49793.0,13888
2019,41047,"Marion County, Oregon",39070.0,4029
2019,41019,"Douglas County, Oregon",39953.0,740
2019,41053,"Polk County, Oregon",46588.0,1323
2019,41017,"Deschutes County, Oregon",39872.0,4652
2019,48439,"Tarrant County, Texas",45078.0,56076
2019,48139,"Ellis County, Texas",42430.0,4878
2019,48409,"San Patricio County, Texas",32489.0,930
2019,48381,"Randall County, Texas",41365.0,2956
2019,48497,"Wise County, Texas",33996.0,1714
2019,48397,"Rockwall County, Texas",53885.0,5290
2019,48441,"Taylor County, Texas",31353.0,1566
2019,48471,"Walker County, Texas",35816.0,622
2019,48099,"Coryell County, Texas",32500.0,499
2019,48375,"Potter County, Texas",27528.0,734
2019,50007,"Chittenden County, Vermont",52481.0,6004
2019,09015,"Windham County, Connecticut",41769.0,2425
2019,09011,"New London County, Connecticut",48945.0,9298
2019,09007,"Middlesex County, Connecticut",62016.0,6437
2019,09013,"Tolland County, Connecticut",66845.0,7502
2019,09001,"Fairfield County, Connecticut",61774.0,68473
2019,12031,"Duval County, Florida",38058.0,16878
2019,12009,"Brevard County, Florida",39865.0,10643
2019,12019,"Clay County, Florida",41145.0,4371
2019,12069,"Lake County, Florida",37410.0,4600
2019,12089,"Nassau County, Florida",39903.0,2075
2019,12103,"Pinellas County, Florida",42475.0,21059
2019,12105,"Polk County, Florida",32183.0,6144
2019,12111,"St. Lucie County, Florida",33299.0,2712
2019,12061,"Indian River County, Florida",36529.0,3404
2019,12109,"St. Johns County, Florida",52405.0,14129
2019,12117,"Seminole County, Florida",42746.0,15134
2019,12005,"Bay County, Florida",35812.0,2584
2019,12035,"Flagler County, Florida",37858.0,1791
2019,12097,"Osceola County, Florida",32157.0,2778
2019,12131,"Walton County, Florida",40771.0,1658
2019,12083,"Marion County, Florida",34675.0,3704
2019,12095,"Orange County, Florida",36197.0,28365
2019,12001,"Alachua County, Florida",38662.0,5271
2019,12015,"Charlotte County, Florida",41240.0,2878
2019,12085,"Martin County, Florida",45222.0,5048
2019,12115,"Sarasota County, Florida",36660.0,12249
2019,12081,"Manatee County, Florida",36186.0,9673
2019,41071,"Yamhill County, Oregon",46343.0,1559
2019,41035,"Klamath County, Oregon",36922.0,380
2019,41003,"Benton County, Oregon",50550.0,2150
2019,41051,"Multnomah County, Oregon",52464.0,25771
2019,42039,"Crawford County, Pennsylvania",36736.0,618
2019,42049,"Erie County, Pennsylvania",38486.0,3150
2019,42107,"Schuylkill County, Pennsylvania",37923.0,1002
2019,42001,"Adams County, Pennsylvania",38568.0,1868
2019,42005,"Armstrong County, Pennsylvania",37238.0,606
2019,42025,"Carbon County, Pennsylvania",36671.0,959
2019,42027,"Centre County, Pennsylvania",43191.0,3544
2019,42097,"Northumberland County, Pennsylvania",36908.0,614
2019,42095,"Northampton County, Pennsylvania",43945.0,7840
2019,42007,"Beaver County, Pennsylvania",40867.0,2511
2019,42069,"Lackawanna County, Pennsylvania",41629.0,3699
2019,42051,"Fayette County, Pennsylvania",37424.0,1329
2019,42091,"Montgomery County, Pennsylvania",57513.0,46668
2019,42033,"Clearfield County, Pennsylvania",35238.0,178
2019,42075,"Lebanon County, Pennsylvania",40370.0,1473
2019,42081,"Lycoming County, Pennsylvania",36116.0,1242
2019,41043,"Linn County, Oregon",37142.0,961
2019,42019,"Butler County, Pennsylvania",45280.0,6603
2019,42071,"Lancaster County, Pennsylvania",41007.0,11917
2019,42085,"Mercer County, Pennsylvania",38391.0,882
2019,49045,"Tooele County, Utah",46010.0,453
2019,49053,"Washington County, Utah",37077.0,3733
2019,49057,"Weber County, Utah",38970.0,4155
2019,49035,"Salt Lake County, Utah",41629.0,27351
2019,49005,"Cache County, Utah",34262.0,1494
2019,51095,"James City County, Virginia",47912.0,2844
2019,51087,"Henrico County, Virginia",43391.0,11905
2019,51177,"Spotsylvania County, Virginia",46108.0,4402
2019,51121,"Montgomery County, Virginia",40641.0,2276
2019,51107,"Loudoun County, Virginia",70831.0,41184
2019,51153,"Prince William County, Virginia",55827.0,22586
