,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
748,Ilantus Technologies,"Identity Management, Information Technology, SaaS, Security, Software","Schaumburg, Illinois, United States","Ilantus Technologies specializes in the identity, governance, and access domain with a focus in implementation and managed services.","181,741",624,Active,—,www.ilantus.com/,View on Twitter,View on LinkedIn,Binod Singh,—,—
749,"Zettaset, Inc.","Big Data, Cyber Security, Enterprise Software, Software","Los Altos, California, United States",Zettaset is software-defined encryption that protects against data theft and can be deployed across all physical and virtual environments.,"182,012",409,Active,—,www.zettaset.com,View on Twitter,View on LinkedIn,"Brian P. Christian, Jeffrey Krone, Michael Dalton",—,—
750,Gen.G Esports,"Collaboration, Computer, eSports, Media and Entertainment, Skill Assessment, Sports","Seoul, Seoul-t'ukpyolsi, South Korea",Gen.G is the leading esports organization connecting the U.S. and Asia.,"21,015","44,891",Active,—,www.geng.gg,View on Twitter,View on LinkedIn,"Kent Wakeford, Kevin Chou, Michael Li, Phillip Hyun",—,—
751,Tango Networks,"Communication Hardware, Mobile, Telecommunications","Frisco, Texas, United States",Tango Networks offers communication solutions to carriers to deliver mobile UC to large enterprises and small to mid-sized businesses.,"184,039","3,600",Active,—,www.tango-networks.com,View on Twitter,View on LinkedIn,"Andrew Silver, Douglas J. Bartek",Made Acquisitions,—
752,Decusoft,"Enterprise, Enterprise Software, Software","Ramsey, New Jersey, United States",Decusoft delivers configurable software solutions and professional services to help companies streamline complex business functions.,"191,812","3,891",Active,—,www.decusoft.com,View on Twitter,View on LinkedIn,Rick Laurenzo,—,—
753,MixMove,"Logistics, Software, Supply Chain Management","Fornebu, Akershus, Norway",MixMove provides flexible and modular solutions that reduce emissions and increase efficiency in logistics operations.,"192,030","103,790",Active,—,www.mixmove.io/,View on Twitter,View on LinkedIn,"Artur Alves, Knut Fredrik Ramstad, Kristian Øvsthus",—,—
754,TrafficLand,"Advertising, Broadcasting, Internet, News, Online Portals, Software, Telecommunications, Video, Video on Demand","Fairfax, Virginia, United States","TrafficLand broadcasts on-demand live videos on internet and television, granting access through various IT-enabled devices.","205,314","9,189",Active,—,www.trafficland.com,View on Twitter,—,Larry Nelson,Was Acquired,SmartCTY Technologies
755,Firstbeat,"Analytics, Biometrics, Fitness, Personal Health, Sports, Wellness","Jyväskylä, Western Finland, Finland","Firstbeat is the leading provider of physiological analytics for sports, fitness, performance and wellbeing.","206,109","63,507",Active,—,www.firstbeat.com/,View on Twitter,View on LinkedIn,"Aki Pulkkinen, Joni Kettunen",—,—
756,ScoreData Corporation,"Analytics, Big Data, Customer Service, Machine Learning, Natural Language Processing, Predictive Analytics, SaaS","Palo Alto, California, United States",Help businesses deliver personalized customer experiences by combining diverse data sets with ScoreData's patented dynamic machine learning,"208,430","4,292",Active,—,www.scoredata.com/,View on Twitter,View on LinkedIn,"Danny Yang, Moidin Mohiuddin, Mudit Chandra, Pankaj Kumar Jha, Prasanta Behera, Vasudev Bhandarkar",Made Acquisitions,—
757,Dohands,"Logistics, Supply Chain Management, Transportation","Yeoksamdong, Seoul-t'ukpyolsi, South Korea",Dohands provides customized logistics services.,"62,134",—,Active,—,www.dohands.com,—,—,—,—,—
758,Oberon Fuels,"Agriculture, Energy, Manufacturing, Oil and Gas","La Jolla, California, United States","Oberon Fuels is bringing DME to North America with its proprietary skid-mounted, modular, small-scale process.","209,693","4,672",Active,—,oberonfuels.com,View on Twitter,View on LinkedIn,Elliot Hicks,—,—
759,Epicenter Technology,"Marketing, Outsourcing, Software","Mumbai, Maharashtra, India",Epicenter is a leading provider of Business Process Management Solution.,"210,566",716,Active,—,www.epicentertechnology.com/,View on Twitter,View on LinkedIn,Rajesh Thankappan,—,—
760,Radix Labs,"Operating Systems, Software","Cambridge, Massachusetts, United States",Radix Labs aims to be the operating system for laboratories.,"211,791","3,610",Active,—,radix.bio/,View on Twitter,View on LinkedIn,Dhasharath Shrivathsa,—,—
761,Benbria,"Customer Service, Enterprise Software, Messaging, SaaS, Software","Ottawa, Ontario, Canada",Benbria is a leader in omni-channel customer messaging and feedback solutions,"211,899","3,504",Active,—,www.benbria.com,View on Twitter,View on LinkedIn,"Mason Du, Ronald Richardson",—,—
762,Kjaer Weis,Beauty,"New York, New York, United States",Luxury Make Up. Organic. Sustainable.,"211,968","57,434",Active,—,kjaerweis.com/,—,View on LinkedIn,Kirsten Kjaer Weis,—,—
763,CTC Global,"Electrical Distribution, Electronics, Energy Efficiency, Manufacturing, Productivity Tools","Irvine, California, United States",CTC Global manufacturing company that develops and deploys ACCC conductor and ancillary hardware components for the utility sector.,"215,555","10,872",Active,—,www.ctcglobal.com/,View on Twitter,View on LinkedIn,—,—,—
764,Essence Healthcare,"Health Care, Medical","Maryland Heights, Missouri, United States","Essence Healthcare provides comprehensive and affordable health insurance to over 40,000 people with Medicare in Missouri & Illinois.","222,129","8,695",Active,—,www.essencehealthcare.com,View on Twitter,View on LinkedIn,—,—,—
765,LabourNet,Social Media,"Bangalore, Karnataka, India",LabourNet is a social enterprise improving the lives of workers & their customers.,"225,827",—,Active,—,www.labournet.in/,View on Twitter,View on LinkedIn,Gayathri Vasudevan,—,—
766,WeSchool,"E-Learning, Education, Internet, Training","Milan, Michigan, United States",WeSchool is a company that deals with education technology.,"230,182","2,037,698",Active,—,www.weschool.com/,View on Twitter,View on LinkedIn,—,—,—
767,Samlino Group,"Angel Investment, Finance, Financial Services","London, England, United Kingdom","Samlino Group is an investment company that invests in insurance, home services, and banking sectors.","232,018","2,414",Active,—,samlinogroup.com,—,View on LinkedIn,Stefan Bruun,—,—
768,New Scale Technologies,"Hardware, Sensor, Software","Victor, New York, United States","New Scale Technologies offers small motion systems, micro motors, encoders, and microactuator modules for design engineers.","238,511",284,Active,—,www.newscaletech.com,—,View on LinkedIn,David A Henderson,—,—
769,Raiven,"Compliance, Information Technology, Procurement, Service Industry","Irvine, California, United States",Raiven is a cloud-based procurement platform and purchasing program that delivers significant discounts from industry-leading suppliers.,"239,404",796,Active,—,www.raiven.com,View on Twitter,View on LinkedIn,Tracy K. Price,—,—
770,Immunetrics,Biotechnology,"Pittsburgh, Pennsylvania, United States","Immunetrics, a biosimulation company, developes predictive computer models based on biological responses towards diseases and intervention.","240,649","1,616",Active,—,www.immunetrics.com,View on Twitter,View on LinkedIn,—,—,—
771,Aurigin,"Banking, Finance, Financial Services, Personal Finance","New York, New York, United States","Aurigin is an investment bank that provides private equity fund, financial, and banking services.","241,793","7,488",Active,—,www.aurigininc.com,View on Twitter,View on LinkedIn,"Ash Narain, Romesh Jayawickrama",—,—
772,Josh Wood Colour,"E-Commerce, Fashion, Lifestyle","London, England, United Kingdom",Josh Wood Colour is a European beauty brand.,"243,059","4,124",Active,—,joshwoodcolour.com/,—,—,"Jonathan Davies, Josh Wood",—,—
773,Dynamic Biosensors GmbH,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Munich, Bayern, Germany",The company has developed a platform for the analysis of molecular interactions for superior identification of pharmaceutical substances.,"244,629","2,289",Active,—,www.dynamic-biosensors.com/,View on Twitter,—,Dirk Oliver Scholl,—,—
774,LenddoEFL,"Analytics, Financial Services","Singapore, Central Region, Singapore",LenddoEFL is an analytics company that offers alternative data credit scoring and verification to emerging market lenders.,"245,457","4,381",Active,—,lenddoefl.com/,View on Twitter,View on LinkedIn,"Jeff Stewart, Richard Eldridge",—,—
775,Affinity Circles,"Alumni, Career Planning, Social Recruiting, Software","Sunnyvale, California, United States","Affinity Circles provides social networking software for alumni and trade organizations, helping members locate career opportunities.","252,876",—,Active,—,www.affinitycircles.com,View on Twitter,View on LinkedIn,Tyson Hendricksen,—,—
776,DirectDerm,"Health Care, Insurance, Medical","East Palo Alto, California, United States",DirectDerm provides teledermatology consultative services for patients facing skin-related medical problems.,"254,229","59,618",Active,—,www.directderm.com/,View on Twitter,View on LinkedIn,David Wong,—,—
777,Clinica SiM,"Consulting, Health Care, Medical","Cruzeiro Da Fortaleza, Minas Gerais, Brazil","Clinica SiM offers healthcare solutions that provide complete dental surgery, medicine inclusion, and consultation services.","274,194","219,402",Active,—,clinicasim.com,View on Twitter,View on LinkedIn,—,—,—
778,Saffronart,"E-Commerce, E-Commerce Platforms, Internet, Online Portals","Mumbai, Maharashtra, India","Saffronart launched in 2001, applying the eBay-for-fine-art model to its home market in India.","278,826","24,832",Active,—,saffronart.com,View on Twitter,—,"Dinesh Moorjani, Dinesh Vazirani, Minal Vazirani",—,—
779,Invevo,"Financial Services, Information Technology, Software","Manchester, Manchester, United Kingdom",Invevo offers online payment transaction services.,"292,162","2,579",Active,—,www.invevo.com/,View on Twitter,View on LinkedIn,"Billy Holliday, Rich Moreton",—,—
780,Impermium,"Artificial Intelligence, Cyber Security, Security, Service Industry","Redwood City, California, United States",Impermium is a cyber-security company using ML to protect Internet sites against account hijacking and malicious user behavior & content.,"294,486",—,Active,—,www.impermium.com,—,—,"Mark Risher, Naveen Jamal, Vishwanath Ramarao",Was Acquired,Google
781,Rithm School,"Computer, E-Learning, Education, Internet, Software, Web Development","San Francisco, California, United States",A 16 week web development bootcamp founded by bootcamp instructors.,"303,536","49,653",Active,—,www.rithmschool.com,View on Twitter,View on LinkedIn,"Elie Schoppik, Matthew Lane, Tim Garcia",—,—
782,Signum Biosciences,"Biotechnology, Health Care, Life Science, Therapeutics","Boulder, Colorado, United States",Signum Biosciences develops small molecule therapeutics derived from its STM platform to modulate signal transduction imbalances.,"307,265","1,749",Active,—,www.signumbiosciences.com,—,—,"Gregory Stock, Jeffry Stock, Maxwell Stock",—,—
783,TireCheck,"Information Technology, Software","Ennis, Clare, Ireland","TireCheck is one of the IT company and provides all the IT sectors programming, development, testing etc to the clients.","311,806",—,Active,—,tirecheck.online/index.php,—,View on LinkedIn,—,—,—
784,Playsino,"Developer Platform, Gambling, Gaming, Mobile, Online Games","Santa Monica, California, United States",Playsino is free-to-play social gaming company.,"319,361",—,Active,—,www.playsino.com,View on Twitter,View on LinkedIn,"Brock Pierce, Francisco Diaz-Mitoma Jr., Mark Donovan",Made Acquisitions,—
785,LiveProcess Corp.,"Health Care, mHealth, Software","Verona, New Jersey, United States",LiveProcess provides a patented web-based platform for emergency management professionals at hospitals and healthcare facilities.,"324,593",—,Active,—,www.liveprocess.com,View on Twitter,View on LinkedIn,"Nathaniel Weiss, Paul Ruderman",—,—
786,Sustainable Real Estate Solutions (SRS),"Association, Government","Trumbull, Connecticut, United States","SRS provides a standardized, technically-sound and transparent underwriting methodology for C-PACE programs.","341,658","1,616",Active,—,paceworx.com,—,View on LinkedIn,Brian McCarter,—,—
